date,open,high,low,close,volume,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span,switch_komu,price_action,previous_price_action,predicted_trend
2024-06-13 00:00:00+00:00,68243.102,68365.781,67050.68,67414.734,1365022720.0,,,,,67414.734,0,,0.0,Neutral
2024-06-13 04:00:00+00:00,67441.133,67691.656,67337.531,67691.656,364711936.0,,,,,67691.656,0,,0.0,Neutral
2024-06-13 08:00:00+00:00,67712.422,67947.805,67198.938,67706.984,320860160.0,,,,,67706.984,0,,0.0,Neutral
2024-06-13 12:00:00+00:00,67724.352,68337.234,66369.305,66391.078,799498240.0,,,,,66391.078,0,,0.0,Neutral
2024-06-13 16:00:00+00:00,66444.07,67020.648,66304.562,66687.469,692584448.0,,,,,66687.469,0,,0.0,Neutral
2024-06-13 20:00:00+00:00,66588.039,66946.922,66518.453,66751.055,0.0,,,,,66751.055,0,,0.0,Neutral
2024-06-14 00:00:00+00:00,66747.57,66972.836,66482.43,66697.562,103774208.0,,,,,66697.562,0,,0.0,Neutral
2024-06-14 04:00:00+00:00,66712.922,67141.578,66682.539,66911.695,337008640.0,,,,,66911.695,0,,0.0,Neutral
2024-06-14 08:00:00+00:00,66895.539,67171.625,66762.164,66979.07,339587072.0,67335.171,,,,66979.07,0,,0.0,Neutral
2024-06-14 12:00:00+00:00,66989.188,67294.648,66339.578,66339.578,0.0,67320.898,,,,66339.578,0,,0.0,Neutral
2024-06-14 16:00:00+00:00,66346.578,66446.688,65056.895,65513.094,2803585024.0,66697.064,,,,65513.094,0,,0.0,Neutral
2024-06-14 20:00:00+00:00,65475.973,66530.305,65475.973,66010.328,1867470848.0,66697.064,,,,66010.328,0,,0.0,Neutral
2024-06-15 00:00:00+00:00,66006.742,66247.992,65965.484,66211.773,0.0,66175.772,,,,66211.773,0,,0.0,Neutral
2024-06-15 04:00:00+00:00,66224.914,66363.57,66018.109,66027.93,171599872.0,66175.772,,,,66027.93,0,,0.0,Neutral
2024-06-15 08:00:00+00:00,66034.641,66298.289,66034.641,66280.445,0.0,66175.772,,,,66280.445,0,,0.0,Neutral
2024-06-15 12:00:00+00:00,66273.766,66402.188,66151.836,66270.039,0.0,66175.772,,,,66270.039,0,,0.0,Neutral
2024-06-15 16:00:00+00:00,66276.172,66311.938,66039.344,66120.883,0.0,66175.772,,,,66120.883,0,,0.0,Neutral
2024-06-15 20:00:00+00:00,66119.539,66245.445,65871.773,66188.188,0.0,66175.772,,,,66188.188,0,,0.0,Neutral
2024-06-16 00:00:00+00:00,66189.359,66218.781,66043.883,66103.57,0.0,65793.6,,,,66103.57,0,,0.0,Neutral
2024-06-16 04:00:00+00:00,66098.117,66314.445,66018.25,66228.07,0.0,66003.139,,,,66228.07,0,,0.0,Neutral
2024-06-16 08:00:00+00:00,66235.883,66687.203,66160.344,66442.477,753882112.0,66279.488,,,,66442.477,0,,0.0,Neutral
2024-06-16 12:00:00+00:00,66440.891,66731.297,66440.891,66650.281,472008704.0,66301.535,,,,66650.281,0,,0.0,Neutral
2024-06-16 16:00:00+00:00,66668.227,66694.109,66479.047,66505.477,0.0,66301.535,,,,66505.477,0,,0.0,Neutral
2024-06-16 20:00:00+00:00,66498.711,66894.844,66415.664,66625.383,1030876160.0,66383.308,,,,66625.383,0,,0.0,Neutral
2024-06-17 00:00:00+00:00,66636.516,66858.016,66165.109,66210.672,2265015296.0,66383.308,,,,66210.672,0,,0.0,Neutral
2024-06-17 04:00:00+00:00,66197.078,66503.391,65943.023,66158.445,1837128704.0,66383.308,66711.338,66547.323,,66158.445,0,,0.0,Neutral
2024-06-17 08:00:00+00:00,66158.039,66263.875,65548.789,65780.008,2023178240.0,66221.817,66697.064,66459.44,,65780.008,0,,0.0,Neutral
2024-06-17 12:00:00+00:00,65765.18,65772.422,65094.965,65302.82,3180439552.0,65994.905,66697.064,66345.984,,65302.82,0,,0.0,Neutral
2024-06-17 16:00:00+00:00,65330.289,67188.32,65202.18,66610.547,6191687680.0,66141.643,66697.064,66419.353,,66610.547,0,,0.0,Neutral
2024-06-17 20:00:00+00:00,66633.289,66697.867,66183.734,66524.969,1777430528.0,66141.643,66175.772,66158.707,,66524.969,0,,0.0,Neutral
2024-06-18 00:00:00+00:00,66490.977,66556.703,64607.539,65506.629,5423038464.0,65897.929,65951.094,65924.511,,65506.629,0,,0.0,Neutral
2024-06-18 04:00:00+00:00,65501.574,65805.828,65353.969,65661.203,1203904512.0,65897.929,65951.094,65924.511,,65661.203,0,,0.0,Neutral
2024-06-18 08:00:00+00:00,65663.617,65751.094,65160.246,65368.926,579010560.0,65897.929,65951.094,65924.511,,65368.926,0,,0.0,Neutral
2024-06-18 12:00:00+00:00,65353.285,65377.879,64333.73,64622.934,3787210752.0,65761.025,65814.189,65787.607,,64622.934,0,,0.0,Neutral
2024-06-18 16:00:00+00:00,64675.383,64840.375,64066.957,64511.137,271028224.0,65627.639,65680.803,65654.22,,64511.137,0,,0.0,Neutral
2024-06-18 20:00:00+00:00,64390.488,65275.105,64242.77,65164.906,1389686784.0,65627.639,65627.639,65627.639,,65164.906,0,,0.0,Neutral
2024-06-19 00:00:00+00:00,65146.66,65525.457,64834.996,65439.836,0.0,65627.639,65627.639,65627.639,,65439.836,0,,0.0,Neutral
2024-06-19 04:00:00+00:00,65396.348,65692.516,65249.797,65304.871,0.0,65382.412,65627.639,65505.025,,65304.871,0,,0.0,Neutral
2024-06-19 08:00:00+00:00,65306.734,65454.004,65019.789,65200.449,96141312.0,65311.83,65627.639,65469.734,,65200.449,0,,0.0,Neutral
2024-06-19 12:00:00+00:00,65179.914,65255.262,64799.879,64841.109,0.0,64936.393,65627.639,65282.016,,64841.109,0,,0.0,Neutral
2024-06-19 16:00:00+00:00,64889.031,65227.398,64794.648,64865.938,0.0,64909.026,65627.639,65268.332,,64865.938,0,,0.0,Neutral
2024-06-19 20:00:00+00:00,64860.137,65066.32,64693.301,64951.195,0.0,64879.736,65627.639,65253.688,,64951.195,0,,0.0,Neutral
2024-06-20 00:00:00+00:00,64960.297,65335.703,64837.66,65138.715,0.0,64879.736,65627.639,65253.688,,65138.715,0,,0.0,Neutral
2024-06-20 04:00:00+00:00,65168.488,65892.078,65080.562,65809.078,482902016.0,65067.424,65627.639,65347.531,,65809.078,0,,0.0,Neutral
