date,open,high,low,close,volume,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span,switch_komu,price_action,previous_price_action,predicted_trend
2024-11-25,98033.445,98935.031,92642.914,93102.297,80909462490,94198.582,83229.574,88714.078,79275.354,93102.297,0,57182.045,60695.938,Bullish
2024-11-26,93087.281,94991.75,90770.812,91985.32,91656519855,94524.547,83229.574,88877.06,79275.354,91985.32,0,57182.045,60695.938,Bullish
2024-11-27,91978.141,97361.18,91778.664,95962.531,71133452438,95041.242,83229.574,89135.408,79275.354,95962.531,0,57182.045,60695.938,Bullish
2024-11-28,95954.945,96650.203,94677.352,95652.469,52260008261,95213.156,83229.574,89221.365,79275.354,95652.469,0,57182.045,60695.938,Bullish
2024-11-29,95653.953,98693.172,95407.883,97461.523,54968682476,95213.156,83229.574,89221.365,79275.354,97461.523,0,57182.045,60695.938,Bullish
2024-11-30,97468.812,97499.344,96144.219,96449.055,31634227866,95213.156,83557.184,89385.17,79275.354,96449.055,0,57182.045,60695.938,Bullish
2024-12-01,96461.336,97888.125,95770.188,97279.789,36590695296,94892.746,84488.766,89690.756,79850.812,97279.789,0,57182.045,60695.938,Bullish
2024-12-02,97276.008,98152.602,94482.867,95865.305,72680784305,94852.922,87067.961,90960.441,80845.568,95865.305,0,57182.045,60695.938,Bullish
2024-12-03,95854.594,96297.203,93629.562,96002.164,67067810961,94852.922,87652.121,91252.521,80845.568,96002.164,0,57182.045,60695.938,Bullish
2024-12-04,95988.531,99207.328,94660.523,98768.531,77199817112,94989.07,87714.644,91351.857,81048.826,98768.531,0,57182.045,60695.938,Bullish
2024-12-05,98741.539,103900.469,91998.781,96593.57,149218945580,97839.566,90232.949,94036.258,84354.832,96593.57,0,57182.045,60695.938,Bullish
2024-12-06,97074.227,102039.883,96514.875,99920.711,94534772658,97949.625,92091.859,95020.742,84544.252,99920.711,0,57182.045,60695.938,Bullish
2024-12-07,99916.711,100563.383,99030.883,99923.336,44177510897,97949.625,94527.789,96238.707,84544.252,99923.336,0,57182.045,60695.938,Bullish
2024-12-08,99921.914,101399.992,98771.516,101236.016,44125751925,97949.625,95078.699,96514.162,84544.252,101236.016,0,57182.045,60695.938,Bullish
2024-12-09,101237.062,101272.508,94355.914,97432.719,110676473908,97949.625,95291.641,96620.633,84544.252,97432.719,0,57182.045,60695.938,Bullish
2024-12-10,97441.234,98270.156,94321.258,96675.43,104823780634,97949.625,95512.684,96731.154,84544.252,96675.43,0,57182.045,60695.938,Bullish
2024-12-11,96656.062,101913.359,95747.227,101173.031,85391409936,97949.625,96321.066,97135.346,84544.252,101173.031,0,57182.045,60695.938,Bullish
2024-12-12,101167.805,102524.914,99339.953,100043.0,72073983533,97949.625,96321.066,97135.346,84544.252,100043.0,0,57182.045,60695.938,Bullish
2024-12-13,100046.648,101888.805,99233.281,101459.258,56894751583,97949.625,96647.032,97298.328,84544.252,101459.258,0,57182.045,60695.938,Bullish
2024-12-14,101451.438,102618.883,100634.055,101372.969,40422968793,98470.07,97163.726,97816.898,84711.131,101372.969,0,57182.045,60695.938,Bullish
2024-12-15,101373.531,105047.539,101227.031,104298.695,51145914137,99684.399,97909.176,98796.787,85284.666,104298.695,0,57182.045,60695.938,Bullish
2024-12-16,104293.578,107780.578,103322.984,106029.719,91020417816,101050.918,99275.695,100163.306,87070.586,106029.719,0,57182.045,60695.938,Bullish
2024-12-17,106030.688,108268.445,105291.734,106140.602,68589364868,101294.852,99519.628,100407.24,87536.046,106140.602,0,57182.045,60695.938,Bullish
2024-12-18,106147.297,106470.609,100041.539,100041.539,93865656139,101294.852,99519.628,100407.24,87536.046,100041.539,0,57182.045,60695.938,Bullish
2024-12-19,100070.688,102748.148,95587.68,97490.953,97221662392,101928.062,99519.628,100723.846,87536.046,97490.953,0,100723.846,57182.045,Neutral
2024-12-20,97484.695,98098.914,92175.18,97755.93,105634083408,100221.812,99519.628,99870.72,87536.046,97755.93,0,100723.846,57182.045,Neutral
2024-12-21,97756.195,99507.102,96426.523,97224.727,51765334294,100221.812,99519.628,99870.72,87536.046,97224.727,0,100723.846,57182.045,Neutral
2024-12-22,97218.32,97360.266,94202.188,95104.938,43147981314,100221.812,100023.554,100122.684,87536.046,95104.938,0,100723.846,57182.045,Neutral
2024-12-23,95099.391,96416.211,92403.133,94686.242,65239002919,100221.812,100133.613,100177.713,87536.046,94686.242,0,100723.846,57182.045,Neutral
2024-12-24,94684.344,99404.062,93448.016,98676.094,47114953674,100221.812,100133.613,100177.713,87536.046,98676.094,0,100723.846,57182.045,Neutral
2024-12-25,98675.914,99478.75,97593.469,99299.195,33700394629,100221.812,100133.613,100177.713,87536.046,99299.195,0,100723.846,57182.045,Neutral
2024-12-26,99297.695,99884.57,95137.883,95795.516,47054980873,99322.894,100133.613,99728.254,87863.656,95795.516,0,100723.846,57182.045,Neutral
2024-12-27,95704.977,97294.844,93310.742,94164.859,52419934565,97461.664,100133.613,98797.638,88795.238,94164.859,0,100723.846,57182.045,Neutral
2024-12-28,94160.188,95525.898,94014.289,95163.93,24107436185,96029.875,100133.613,98081.744,91374.434,95163.93,0,100723.846,57182.045,Neutral
2024-12-29,95174.055,95174.875,92881.789,93530.227,29635885267,96143.852,100133.613,98138.732,91958.594,93530.227,0,100723.846,57182.045,Neutral
2024-12-30,93527.195,94903.32,91317.133,92643.211,56188003691,95600.852,99792.789,97696.82,92021.117,92643.211,0,100723.846,57182.045,Neutral
2024-12-31,92643.25,96090.602,91914.031,93429.203,43625106843,95600.852,99792.789,97696.82,92416.938,93429.203,0,100723.846,57182.045,Neutral
2025-01-01,93425.102,94929.867,92788.125,94419.758,24519888919,95600.852,99792.789,97696.82,94275.848,94419.758,0,100723.846,57182.045,Neutral
2025-01-02,94416.289,97739.82,94201.57,96886.875,46009564411,95600.852,99792.789,97696.82,96711.777,96886.875,0,100723.846,57182.045,Neutral
2025-01-03,96881.727,98956.914,96034.617,98107.43,35611391163,95600.852,99792.789,97696.82,97262.688,98107.43,0,100723.846,57182.045,Neutral
2025-01-04,98106.992,98734.43,97562.977,98236.227,22342608078,95137.024,99792.789,97464.906,97475.628,98236.227,-1,100723.846,57182.045,Neutral
2025-01-05,98233.906,98813.305,97291.766,98314.961,20525254825,95137.024,99792.789,97464.906,97696.672,98314.961,0,100723.846,57182.045,Neutral
2025-01-06,98314.953,102482.875,97926.148,102078.086,51823432705,96900.004,99792.789,98346.396,98505.054,102078.086,0,100723.846,57182.045,Neutral
2025-01-07,102248.852,102712.484,96132.875,96922.703,58685738547,97014.808,99792.789,98403.799,98505.054,96922.703,0,100723.846,57182.045,Neutral
2025-01-08,96924.164,97258.32,92525.844,95043.523,63875859171,97313.258,99792.789,98553.023,98831.02,95043.523,0,100723.846,57182.045,Neutral
2025-01-09,95043.484,95349.719,91220.844,92484.039,62777261693,96966.664,99744.644,98355.654,99347.714,92484.039,0,100723.846,57182.045,Neutral
2025-01-10,92494.492,95770.609,92250.094,94701.453,62058693684,96966.664,99744.644,98355.654,99519.628,94701.453,0,100723.846,57182.045,Neutral
2025-01-11,94700.836,94977.688,93840.047,94566.594,18860894100,96966.664,99744.644,98355.654,99519.628,94566.594,0,100723.846,57182.045,Neutral
2025-01-12,94565.727,95367.539,93712.508,94488.438,20885130965,96966.664,98845.726,97906.195,99519.628,94488.438,0,100723.846,57182.045,Neutral
2025-01-13,94488.891,95837.0,89260.102,94516.523,72978998252,95986.293,96004.125,95995.209,98764.274,94516.523,0,100723.846,57182.045,Neutral
2025-01-14,94519.008,97352.664,94322.156,96534.047,53769675818,95986.293,95986.293,95986.293,98764.274,96534.047,0,100723.846,57182.045,Neutral
2025-01-15,96534.047,100697.234,96501.641,100504.492,57805923627,95986.293,95986.293,95986.293,98764.274,100504.492,0,100723.846,57182.045,Neutral
2025-01-16,100505.297,100781.586,97364.445,99756.906,54103781805,95020.844,95986.293,95503.568,98764.274,99756.906,0,95503.568,100723.846,Neutral
2025-01-17,100025.766,105884.227,99948.906,104462.039,71888972663,97572.164,97572.164,97572.164,98764.274,104462.039,0,95503.568,100723.846,Neutral
2025-01-18,104124.953,104913.203,102226.617,104408.07,50445655726,97572.164,97572.164,97572.164,98764.274,104408.07,0,95503.568,100723.846,Neutral
2025-01-19,104411.289,106299.797,99570.531,101089.609,76789928525,97779.95,97779.95,97779.95,98764.274,101089.609,0,95503.568,100723.846,Neutral
2025-01-20,101083.75,109114.883,99471.359,102016.664,126279678351,99187.492,99187.492,99187.492,99187.492,102016.664,0,95503.568,100723.846,Neutral
